id,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016
SEN,<100,<100,<100,<200,<200,<200,<500,<500,<500,<500,<500,<500,<1000,<1000,<1000,<1000,<1000,<1000,<1000,<500,<1000,<1000,<1000,<1000,<1000,<1000,<1000
SRB,<100,<100,<100,<100,<100,<100,<100,<100,<100,<100,<100,<100,<100,<100,<100,<100,<100,<100,<100,<100,<100,<100,<100,<100,<100,<100,<100
SLE,<100,<200,<200,<200,<200,<500,<500,<500,<500,<500,<500,<1000,<1000,<1000,<1000,<1000,<1000,<1000,1100,1100,1100,1100,1100,1200,1300,1500,1500
SGP,,,,,,,,,,,,,,,,,,,,,,,,,,,
SVK,<100,<100,<100,<100,<100,<100,<100,<100,<100,<100,<100,<100,<100,<100,<100,<100,<100,<100,<100,<100,<100,<100,<100,<100,<100,<100,<100
SVN,<100,<100,<100,<100,<100,<100,<100,<100,<100,<100,<100,<100,<100,<100,<100,<100,<100,<100,<100,<100,<100,<100,<100,<100,<100,<100,<100
SOM,<100,<100,<100,<100,<200,<200,<500,<500,<500,<500,<500,<1000,<1000,<1000,<1000,<1000,<1000,<1000,<1000,<1000,<1000,<1000,<1000,<1000,<1000,<1000,<1000
ZAF,<1000,1000,1900,3300,5500,8700,13000,19000,27000,36000,47000,59000,70000,82000,94000,100000,110000,110000,100000,97000,86000,81000,71000,61000,51000,47000,49000
SSD,<100,<100,<100,<100,<100,<100,<200,<500,<500,<1000,<1000,1100,1500,1900,2400,2800,3300,3800,4200,4500,4700,5000,5200,5400,5400,5400,5300
ESP,,,,,,,,,,,,,,,,,,,,,,,,,,,
LKA,<100,<100,<100,<100,<100,<100,<100,<100,<100,<100,<100,<100,<100,<100,<100,<100,<100,<100,<100,<100,<100,<100,<100,<100,<100,<100,<100
SDN,<100,<100,<100,<100,<100,<100,<200,<200,<200,<200,<500,<500,<500,<500,<500,<1000,<1000,<1000,<1000,<1000,<1000,<1000,1100,1200,1300,1400,1500
SUR,<100,<100,<100,<100,<100,<100,<100,<100,<100,<100,<100,<100,<100,<200,<200,<200,<100,<100,<100,<100,<100,<100,<100,<100,<100,<100,<100
SWZ,<100,<100,<100,<200,<500,<1000,<1000,1100,1500,2000,2400,2900,3200,3500,3600,3600,3300,2900,2800,2600,2500,2200,2000,1800,1700,1600,1600
SWE,<500,<500,<500,<500,<500,<500,<200,<200,<200,<200,<200,<200,<200,<200,<200,<200,<200,<200,<200,<200,<200,<200,<200,<100,<100,<100,<100
CHE,,,,,,,,,,,,,,,,,,,,,,,,,,,
SYR,,,,,,,,,,,,,,,,,,,,,,,,,,,
TJK,<100,<100,<100,<100,<100,<100,<100,<100,<100,<100,<100,<100,<100,<100,<100,<200,<200,<200,<500,<500,<500,<500,<500,<500,<500,<500,<500
THA,<1000,1900,3900,6700,10000,15000,20000,25000,30000,34000,37000,39000,39000,38000,35000,30000,24000,21000,19000,18000,16000,15000,13000,13000,12000,11000,10000
MKD,<100,<100,<100,<100,<100,<100,<100,<100,<100,<100,<100,<100,<100,<100,<100,<100,<100,<100,<100,<100,<100,<100,<100,<100,<100,<100,<100
TLS,,,,,,,,,,,,,,,,,,,,,,,,,,,
TGO,<200,<500,<500,<500,<1000,<1000,1000,1200,1500,1800,2000,2300,2600,2800,2900,2900,2800,2800,2900,2800,2500,2200,2100,2100,2200,2200,2100
TTO,<100,<100,<100,<100,<100,<100,<100,<200,<200,<200,<200,<500,<500,<500,<500,<500,<500,<500,<500,<500,<500,<500,<500,<500,<500,<500,<500
TUN,<100,<100,<100,<100,<100,<100,<100,<100,<100,<100,<100,<100,<100,<100,<100,<100,<100,<100,<100,<100,<100,<100,<100,<100,<100,<100,<100
TUR,,,,,,,,,,,,,,,,,,,,,,,,,,,
TKM,,,,,,,,,,,,,,,,,,,,,,,,,,,
UGA,21000,25000,28000,31000,33000,35000,36000,36000,36000,36000,36000,35000,34000,33000,31000,27000,24000,25000,25000,22000,20000,18000,18000,18000,18000,16000,15000
UKR,<500,<500,<500,<500,<1000,<1000,1100,1600,2100,2800,3500,4400,5200,6000,6800,7200,7500,7800,7800,7700,7400,7100,6700,5400,4500,4200,5100
ARE,,,,,,,,,,,,,,,,,,,,,,,,,,,
GBR,,,,,,,,,,,,,,,,,,,,,,,,,,,
TZA,7700,10000,13000,16000,20000,23000,27000,31000,34000,37000,40000,42000,44000,45000,46000,46000,44000,39000,32000,30000,28000,28000,30000,25000,22000,20000,18000
USA,,,,,,,,,,,,,,,,,,,,,,,,,,,
URY,<100,<100,<100,<100,<100,<100,<100,<100,<100,<100,<100,<100,<100,<200,<200,<500,<500,<500,<500,<500,<500,<500,<500,<500,<500,<500,<500
UZB,,,,,,,,,,,,,,,,,,,,,,,,,,,
VEN,<100,<100,<100,<200,<500,<500,<500,<1000,<1000,1100,1300,1300,1300,1200,1300,1300,1300,1000,1000,1100,1100,1000,1100,1200,1600,1800,1400
VNM,<100,<100,<100,<100,<200,<500,<500,<1000,1300,1900,2800,3700,4800,6000,7100,8100,8500,8600,7500,6600,6600,6900,7100,7400,7100,6700,6200
YEM,<100,<100,<100,<100,<100,<100,<100,<100,<100,<100,<100,<200,<200,<200,<200,<200,<200,<200,<200,<200,<200,<200,<200,<200,<200,<200,<500
ZMB,3500,4800,6300,8100,10000,12000,15000,17000,19000,21000,23000,24000,26000,26000,25000,24000,23000,21000,16000,13000,12000,10000,9500,8700,8100,8300,8400
ZWE,9800,13000,16000,19000,23000,27000,31000,35000,38000,40000,42000,44000,44000,44000,44000,42000,40000,37000,33000,29000,24000,21000,20000,18000,15000,14000,14000
Total,150000,190000,230000,280000,330000,390000,440000,480000,530000,590000,660000,720000,770000,820000,850000,850000,840000,800000,760000,710000,670000,650000,630000,610000,580000,550000,520000
